Standard_name	Region_cat	Country	Geonames_ID	Geonames_coordinates	Name	variants
's-Hertogenbosch	Noord-Brabant	Nederland	2747351	[51.69, 5.30]	's hertogenbosch	's hertogens	boseh	s's hertogenbosch	's hertegl	' bosch	ss hertogenbosch	den bosch	tsertogenbosch	borch	's hern-togenbosch	's herto genbosch	'hern togenbosch	'ts hertogenbosch	t' hertogenbosch	hertogenbosch	stad's hertogenbosch	's hertogb	' hertogenbosch	's hertogen bosen	's hertog	den bossch	's bosen of grave	opten bosch	's hertogen bosch	's s hertogenbosch	bossch	' cartogenbosch	t' 's hertogenbosch	bosen	den borch	sertogenbos	hertogen bosch	bois le duc	den bosen	s' hertogenbosch	sertogenbosch	's bosen	inden bosch	's 's hertogenbosch	's bosch	opden bosch	bosch	's boseh	voorden bosch	s'hertogenbosch	s hertogenbosch	'hertogenbosch
Hamburg	Europa	Duitsland	2911298	[53.55, 9.99]	hamburg	hamborch	ham	homburg	hamburgden	hamb	hamberg	hamborg	samburg	hambureh	ham burg	hamburch	lamburg
Kopenhagen	Europa	Denemarken	2618425	[55.67, 12.56]	copenhagen	copenhagenden	copperhagen	coppenhaige	coppen: hage	copperhage	coppen hagen	cappenhage	coppensagen	penhagen	coppenlage	copponhagen	coppenhaven	cappenhagen	coppen hage	coppenlagen
Wenen	Europa	Oostenrijk	2761369	[48.20, 16.37]	weenen	wenen	weener	woenen	weeren	weemen	weenenden	wien	ween	teenen	peenen
Keulen	Europa	Duitsland	2886242	[50.93, 6.95]	keulen	teulen	cölln	cöllen	collen	zeulen	seulen	cölen	keusen	cenlen	coulen	coolen	coeulen	colln	coelen	cöln	cuelen	ceuln	coln	keulenden	colen	coenlen	caulen	cologne	ceulsland
Holland	Europa	Nederland	2753919	[52.33, 4.83]	holland	holand	colland	hollt	bolland	hellt	halland	hollan	helland	holland en westvriesland	holland en westfriesland	holland en west-vriesland
Stockholm	Europa	Zweden	2673730	[59.32, 18.06]	stokholm	stokhoem	stoek holm	stokholmden	stookholm	stokhelm	stoekholm	stocholm	sokholm	stokhalm	stokholn	stoksolm	stokholen	stochelm	stok holm	stok	stokhem	stochholm	stakholm	stokhol	stokholme
Regensburg	Europa	Duitsland	2849483	[49.01, 12.10]	regensburg	reygersberch	negensburg	regens burg	regeneburg	regensborch	regensberch	re gensburg	regenburg	regensburgden	regensburch	regensberg	regensborg
Frankfurt am Main	Europa	Duitsland	2925533	[50.11, 8.68]	frankfort	trancfort	frankforth	francfort am meyn	frankfoort	franksort	vrankfort	frankort	francfurt	frank	frankhort	trankfort	frankfort aan den main	francfort	frankfart	frankfort aan den mayn	francfoort	franekfort	frankfort am mayn
Zeeland	Zeeland	Nederland	2744011	[51.41, 3.75]	zeeland	zelandiam	zeelt	seelt	seelland	zeland	zeelland	zeelan	zeel	soeland	zoeland	zzeeland
Berlijn	Europa	Duitsland	2950159	[52.52, 13.41]	berlyn	berljn	barlin	berlynden	berlinden	berlin	berln	beolyn	bertin	borlyn	barlyn	beilin	bersyn	berlen
Luik	Europa	België	2792413	[50.63, 5.56]	luyk	luydich	luyyk	ludik	suyk	lujk	luys	luyek	luydik	luyke	luykerland
Middelburg	Zeeland	Nederland	2750896	[51.5, 3.61]	middelburg	middelburch	mindenburg	middel burg	middelbarg	middalburg	middelborch	middelberg	middelb	middelborg	middelbourg	middel burch
Venlo	Limburg	Nederland	2745641	[51.37, 6.16]	venlo	penlo	veno	verlo	veulo	venloo	venloe	venso	penloo	venloon	venloden
Groningen	Groningen	Nederland	2755251	[53.21, 6.56]	groningen	groningenr	groningenrland	gro ningue	gronningen	stad-groningen	gooningen	groenin
Lissabon	Europa	Portugal	2267057	[38.71, -9.13]	lissabon	lisbon	listabon	lig la bon	lixboa	lisbona	lixbona	leissabon	lixbon	lissebon	lissaban	lisboa	lisabon	lissaben	lisbova	lissabonden	lissebou	lisfabon
Madrid	Europa	Spanje	3117735	[40.41, -3.70]	madrid	madridt	nadrid	madoid	madridden	madrit	madid	madrad	madril	madrd	madrie	madvid
Breda	Noord-Brabant	Nederland	2758401	[51.58, 4.77]	breda	brede	bredate	stad en baronnye van breda
Sluis	Zeeland	Nederland	2747114	[51.33, 3.51]	sluys	sluyys	sluis	sluvs	sluys in vlaanderen
Vrije van Sluis	Zeeland	Nederland	0		lands van den vryen	lands van den vrye	van den vrye	van den vryen	lande van den vrye	vrye van sluys	vrye tot sluys	lande van den vryen	van den vrye tot sluys	vrye te sluys	land van den vrye	sluyssche vrye	vrye binnen sluys
Spanje	Europa	Spanje	3122714	[43.21, -4.78]	spaigne	spaingnen	hispanien	spaagnen	sspaigne	spangnen	spainignen	paigne	spanje	espaigne	hispannien	sprange	hispaigne	l'espaigne	spaanjen	spanien	spaigneen	spannien	spanjen	spaigen	spamien	spaingen	spayne	spaiien	spacgne	hispania	spaangien	spaigie	de espaigne	spainien	spaangnen	spaingien	spangen	spange	bispanien	spage	paignen	spangne	spaiguen	spaigner	saigne	spaige	spangien	spaigue
Brabant	Europa	Nederland	2749990	[51.66, 5]	brabant	brabants	brabunt	brabart	brabaut	vrabant	baband
Utrecht	Utrecht	Nederland	2745912	[52.09, 5.12]	utrecht	wtrecht	tutrecht	utrechte	oytrecht	utrech	utreht	uutrecht	utrekt	urecht	strecht	utricht	utrocht	uytrecht	trecht	vuytrecht	vtrecht	vytrecht
Antwerpen	Europa	België	2803138	[51.22, 4.40]	antwerpen	autwerpen	lntwerpen	antworpen
Harlingen	Friesland	Nederland	2754817	[53.17, 5.42]	harlingen	haarlingen	harlinge	barlingen	haringen
Nijmegen	Gelderland	Nederland	2750053	[51.84, 5.85]	nymegen	nimwegen	niymegen	nmmegen	nieumegen	nymeg	nymegem	niemegen	nimegen	nymeegen	nyemegen	nywegen	niemmegen	nymogen	nyemmegen	nimmegen	rymegen	ny megen	nummegen	nimmeegen	nymmegen	niymmegen	nymege	njmegen
Algiers	Afrika	Algerije	2507480	[36.73, 3.08]	algiers	algir	algers	agiers	algier	algiere	al giers	algiens	argil	augier	algien	argiers	argier
Dordrecht	Zuid-Holland	Nederland	2756669	[51.81, 4.67]	dordrecht	dorth	dordre	vordrecht	dord	dort	oordrecht	derdrecht
Friesland	Friesland	Nederland	2755812	[53.16, 5.83]	vriesland	vries	friesland	viesland	vrieslt	vrierland	la frise	vryesland	frise	vresland
Arnhem	Gelderland	Nederland	2759661	[51.98, 5.91]	arnhem	arnbem	arnhen	aruhem	aanhem	arnsem	hernhem	aarhem	aarnem	arhem	anhem	arnem	arahem	amhem
Cádiz	Europa	Spanje	2520600	[36.52, -6.28]	cadix	cadis	calis malis	cadixe	cadx	cadit	cadicx	kadix	cadis malis	cadin	cadia	cadez	cadi	cadiz
Leeuwarden	Friesland	Nederland	2751792	[53.20, 5.80]	leeuwarden	leuwarden	leeuwerden	leeu	leuwaarden	lewarden	leenwaarden
Duitsland	Europa	Duitsland	2921044	[51.5, 10.5]	duytsland	duyytsland	duyteland	luytsland	vuytsland	guytsland	duytsehland	duytslt	duytschland	duysland	duytzland	dujtsland
Vlissingen	Zeeland	Nederland	2745392	[51.44, 3.57]	vlissingen	vlssingen	vlis	vlissinge	vissingen	vlis singen	vlis dingen	vlis singe	vlissinger
Gent	Europa	België	2797656	[51.05, 3.71]	gent	genth	gont	gend	gendt
Texel	Noord-Holland	Nederland	2746385	[53.08, 4.83]	texel	rexel	gexel	terel	't texel	pexel	tessel	txel	t' exel	tenel
Doornik ~ Tournay ~ Tournesis	Europa	België	2785341	[50.60, 3.38]	doornik	doornyk	doorniek	tournay	doornikerland	doornikse	het tournaisis	tournesis
Emden	Europa	Duitsland	2930596	[53.36, 7.20]	embden	eimden	ombden	emden	enden	emnden	empden
Denemarken	Europa	Denemarken	2623032	[56, 10]	denemarken	de ennemarken	denem	devemarken	denemanken	denenarken	drnnemarken	dene -marken	denemen	de nemarken	ennemarken	denemarkene	deenen	deenemareken	dene marken	eenemarken	genemarken	dannemark	dnnemarken	denemaoken	deenmarken	venemerken	genem	dene	denen marken	denemarkens	nemarken	deenemar	dnemarken	deene marken	denemar	denemarc	lennemarken	denemariken	benemarken	denemerken	denemaaken	denemareken	eenem	deremarken	drnemarken	dienemarken	dannemarken	denemmarken	demmarken	dememarken	denmarken	donemarken
Oostende	Europa	België	2789786	[51.21, 2.92]	oostende	oostenden	orstende	ostende	estende	oosteynde
Duinkerke	Europa	Frankrijk	3020686	[51.03, 2.37]	duynkerken	dunkercke	dnynkerken	dunkerken	dunkerke	duynkerk	duynkerkers	dunquerque	duynkereken	duykerken	duynkerker	duynkerke	dujnkerken
Münster	Europa	Duitsland	2867543	[51.96, 7.62]	munster	munsten	winster	wunster	munsters	menster	munister	mumster	munsterland	mnster	runster	muynster	minster	manster	miunster	munester
Hoorn	Noord-Holland	Nederland	2753638	[52.64, 5.05]	hoorn	hoorne	horn	boorn
Lillo 	Europa	België	2792358	[51.30, 4.29]	lillo	lillomogen	lilloe	lilloo
Wesel	Europa	Duitsland	2810678	[51.66, 6.62]	wesel	weezel	weesel	wezel	wasel
Livorno	Europa	Italië	3174659	[43.54, 10.32]	livorno	liorne	livoruo	livorne	liborno	liverno
Zweden	Europa	Zweden	2661886	[62, 15]	zweden	swede	sweelen	sweede	zwoeden	zwedens	swoden	zwee	lweeden	swoeden	sweeder
Curaçao	Noord-Amerika	Caribisch Nederland	3513790	[12.18, -68.99]	curacao	curassou	cu acao	cdracao	caracao	curassouw	curassau	ouracao	curagao	cur icao	cnracao	curacaosche eylanden	curago
Zutphen	Gelderland	Nederland	2743608	[52.13, 6.20]	zutphen	zuphen	zurphen	zutpsen	zutpen	zupphen	zutpken	hutphen	zutplen	sutphen
Hulst	Zeeland	Nederland	2753439	[51.28, 4.05]	hulst	hulft
Portugal	Europa	Portugal	2264397	[39.69, -8.13]	portugael	portegaal	portugaat	portugaell	portugaellia	portugaels	poortegaal	portu gaal	portagaal	portugaa	portegal	portuygaal	partugaal
Rijsel ~ Lille	Europa	België; Frankrijk	2998324	[50.63, 3.05]	ryssel	lille	wyssel
Westminster	Europa	VK	2634341	[51.49, -0.13]	westmunster	westimunster	vestmunster	westmiunster	westminster	westmunsterin	weetmunster	wesmunster	westmnster	wostmunster	wastmunster	wertmunster	weestmunster	westmunsten	westmunsterden
Elseneur / Helsingør	Europa	Denemarken	2620473	[56.03, 12.61]	elseneur	esseneur	elfeneur	eeseneur	elseneurden	helseneur	elleneur	helsenoort	elsenoer	elsenburg	elzenoor	elzeneur	helsenoer	t' elsenoer
Leiden	Zuid-Holland	Nederland	2751773	[52.15, 4.49]	leyden	leiden
Dresden	Europa	Duitsland	2935022	[51.05, 13.73]	dresden	doesden	oresden	dres	eresden	presden	bres	drefden
Ments / Mainz	Europa	Duitsland	2874225	[49.98, 8.27]	mentz	meutz	mentr	mayntz	meintz	rentz	menta	maints	maintz	ments	meuts
Oost-Friesland	Europa	Duitsland	2856304	[53.33, 7.5]	oostvriesland	oostbriesland	oostvlieland	oostriesland	oost-vriesland	oostvrieslt	oostbrieslt	oosvriesland	oostviesland	costvriesland	oost friesland	oostvries	oostfrieslt	oostfriesland	dostvriesland	oostfries	oost vriesland	oostvryesland	oos vriesland	sostvriesland
Dantzig / Gdansk	Europa	Polen	3099434	[54.35, 18.64]	dantzig	dansyk	danlik	dantswyk	dantzik	danzyk	dantswik	landswyk	danrik	danswik	dansich	danswyk	danzik	danzig	dantrig	dantsig	dantsich	danzich	dantzg	vansik	dansik	dantzich	dantsik	vanzik	dausik	dansig
Mechelen	Europa	België	2791537	[51.02, 4.47]	mechelen	meehelen	mochelen	methelen	merhelen
Deventer	Overijssel	Nederland	2756987	[52.25, 6.16]	deventer	seventer	deventen	debenter
Venetië	Europa	Italië	3164603	[45.43, 12.33]	venetien	venegien	genetien	venetia	venetie	veniza	venetiën
Düsseldorf	Europa	Duitsland	2934246	[51.22, 6.77]	dusseldorp	duysseldorp	dussel	gusseldorp	dusseldorff	dusseldorf	cusseldorp	duysseldorff
Noorwegen	Europa	Noorwegen	3144096	[62, 10]	noorwegen	noonwegen	norwegen	voorwegen	noorweegen
Suriname	Zuid-Amerika	Suriname	3382998	[4, -56]	suriname	surinam	zurinaame	surinamen	surinane	surinaamen	zuriname	sutinaame	surinanie	surinaame	zurinamen	sutiname	zurinaamen
Emmerik	Europa	Duitsland	2930509	[51.83, 6.24]	emmerik	emmeryk	emerik	emmerich	emrik	ommerik	embrik	embrich
Turijn	Europa	Italië	3165524	[45.07, 7.68]	turin	turyn	curyn	suryn	curin	surin	tarin	turim	burin	smryn	tinin	buryn	tnryn	tirin	turinden
Brugge	Europa	België	2800931	[51.20, 3.22]	brugge	bruggen
Aken	Europa	Duitsland	3247449	[50.77, 6.08]	aken	aaken
Namen	Europa	België	2790471	[50.46, 4.86]	namen	naamen	namur
Rhijnberg / Rheinberg	Europa	Duitsland	2847662	[51.54, 6.59]	rhynberk	rhynberch	rjnberk	rynberk	rynbercq	rynberke	rhynbercq	rhynberg	rhjnberk	lynberk	rhiynberk	rynberch	rynberg	thynberk
Enkhuizen	Noord-Holland	Nederland	2756077	[52.70, 5.29]	enchuysen	enchuyysen	enkhuyzen	enkhuysen	enchusen	eukhuysen	enguysen
Buurse	Overijssel	Nederland	2758050	[52.14, 6.83]	buyrse	buyrre	buyrsze	buynse	buyrze
Brazilië	Zuid-Amerika	Brazilië	3469034	[-10, -55]	brasil	brazyl	brazyll	braze	brasyl	braril	brahil	brasilien	brazill	brazel	braail	brazil	brazilien
Tunis	Midden-Oosten	Tunesië	2464470	[36.81, 10.16]	tunis	thunis	tunes	thinis	tumis	thimis	tuns
Roermond	Limburg	Nederland	2748000	[51.19, 5.98]	roermonde	roermondt	roeremonde	turemonde	ruremunde	ruermonde	roermont	rurmonde	roermunde	roermande	roermond	rourmondt	ruyrmonde	ruremonde	ruermunde
Bonn	Europa	Duitsland	2946447	[50.73, 7.09]	bon	boun	bonne	bonn	borm	bomn
Dokkum	Friesland	Nederland	2756759	[53.32, 5.99]	doccum	docoum	doocum	dokum	dokkum	doccom
Gibraltar	Europa	Gibraltar	2411586	[36.13, -5.35]	gibraltar	sibraltar	gebraltar	gibralter	gbraltar
Böttstein	Europa	Zwitserland	8469167	[47.55, 8.22]	bottestein	bottenstein	bottesteyn
Marseille	Europa	Frankrijk	2995469	[43.29, 5.38]	marseille	maseil	marsilien	marseillen
Axel	Zeeland	Nederland	2759594	[51.26, 3.90]	axel	axele
Kleef / Kleve	Europa	Duitsland	2887835	[51.78, 6.13]	cleve	kleve	kleeve	clene	cleeve	cleven	cleef	cleeff	kleef
Ieper	Europa	België	2795100	[50.85, 2.88]	yperen	gperen	speren	iperen	tperen
Italië	Europa	Italië	3175395	[42.83, 12.83]	italien	stalien	talien	italiën	italie	itallen	ialien	ttalien
Bordeaux	Europa	Frankrijk	3031582	[44.84, -0.58]	bourdeaux	bourdeau	bourdaux	bourdeaur	bordeaulx	bourdeaulx	bordeaux
Grave	Noord-Brabant	Nederland	2755358	[51.75, 5.73]	grave	graave
Calais	Europa	Frankrijk	3029162	[50.95, 1.85]	calais	calis	calos	colais	cales
Genua	Europa	Italië	3176219	[44.40, 8.94]	genua	genea	genoa	genova	genna
Hannover	Europa	Duitsland	2910831	[52.37, 9.73]	hanover	hannover	hannoven	hanoven	canover	hanoverden	hamover
Napels	Europa	Italië	3172394	[40.85, 14.26]	napels	naples	napoli
Heusden	Noord-Brabant	Nederland	2754135	[51.73, 5.13]	heusden	huesden
Gelderland	Gelderland	Nederland	2755634	[52, 5.83]	gelderland	gelder	gelderlt	pelder	golderland	gelden	gesderland	geldenland
Hellevoetsluis	Zuid-Holland	Nederland	2754454	[51.83, 4.13]	hellevoetsluys	helleroetsluys	helle	helvoetsluys	hellevoet	helvoet sluys	hellevoersluys	helvoet	hellevoet sluys	helle voetsluys	hellevoetshuys
Schaffhausen	Europa	Zwitserland	2658761	[47.69, 8.63]	schafhuysen	schaffhuysen	schaf huysen	schafhausen
Campen	Europa	Duitsland	2753106	[52.55, 5.91]	campen	kampen
Warschau	Europa	Polen	756135	[52.22, 21.01]	warschauw	warsau	warschau	warschan	warschauwden	warsauw	warsou	warschouw	wassau	warschou	waarschouw
Delft	Zuid-Holland	Nederland	2757345	[52.00, 4.35]	delft	delfft	delff	delf	delfs	eelft	delffs	delst
Zwitserland	Europa	Zwitserland	2658434	[47.00, 8.01]	switserland	zwitserland	switsersche cantons	switzerland	sitserland	swidserland	switzersche cantons	switserse cantons	switherland	zwitzerland	swidsersche cantons	zwitzersche cantons
Riga	Europa	Letland	456172	[56.94, 24.10]	riga
Schotland	Europa	VK	2638360	[56.0, -4.0]	schotland	schetland	scholland	schodtland
Haarlem	Noord-Holland	Nederland	2755003	[52.38, 4.63]	haarlem	harlem
Helmond	Noord-Brabant	Nederland	2754447	[51.48, 5.66]	helmont	helmondt	helmond
Aurich	Europa	Duitsland	2954006	[53.46, 7.48]	aurik	auryk	aurich	anrik
Málaga	Europa	Spanje	2514256	[36.72, -4.42]	mallaga	mallega	malaga
Fontainebleau	Europa	Frankrijk	3018074	[48.40, 2.70]	fontainebleau	sontainebleau	tontainebleau	fontaineblean	pontainebleau	fontanebleau	fontaine bleau
Tripoli	Afrika	Libië	2210247	[32.88, 13.18]	tripoli	tripol	tripoll	tripoly
Zwolle	Overijssel	Nederland	2743477	[52.51, 6.09]	zwolle	zwol	swoll	swol	zwoll	swell	swall
Steenbergen	Noord-Brabant	Nederland	2746804	[51.58, 4.31]	steenbergen	steenberg
Warmelo	Overijssel	Nederland	2745015	[52.19, 6.54]	warmelo
Bremen	Europa	Duitsland	2944388	[53.07, 8.80]	bremen	gremen	breemen	boemen
La Rochelle	Europa	Frankrijk	3006787	[46.16, -1.15]	rochelle	rechelle	rochel	rochelles	la rochelle	rochette
Aleppo	Midden-Oosten	Syrië	170063	[36.20, 37.16]	aleppo	alepoo	alespo	alepho	rleppo	sleppo	alexpo
Indiën	Azië		0		indien	iudien	de indien	india	indie	indiën	judien
Moskou	Europa	Rusland	524901	[55.75, 37.61]	muscou	moscoffs	moscovien	moscoven	moscau	moscomien	moscouyen	moscobien	moscomen	moseo	moscouw	mosco	muscouw	moscovie	moscoffsche	museou	moscou	muscovien	musco
Barcelona	Europa	Spanje	3128760	[41.38, 2.15]	barcelona	barcelone	barcelova	bareelona
Paramaribo	Zuid-Amerika	Suriname	3383330	[5.86, -55.16]	paramaribo	parimaribo
Oirschot	Noord-Brabant	Nederland	2749683	[51.50, 5.31]	oirschot	oorschot	orschot
Duins / The Downs	Europa	VK	2651022	[51.21, 1.46]	duyns
Tanger	Afrika	Marokko	2530335	[35.76, -5.79]	tanger
Europa	Europa		6255148	[48.69, 9.14]	europa	turopa	eurapa	enropa	ruropa	curopa	duropa
Pruissen	Europa	Pruissen	0		pruyssen	prussen	prusse	pruyyssen	pruys	puyssen	preussen	pruysen	pruvssen	pruysse	pruyfsen	pruysser
Gemert	Noord-Brabant	Nederland	2755605	[51.55, 5.69]	gemert	gement
Batavia ~ Jakatra ~ Nova Batavia / Jakarta	Azië	Indonesië	1642911	[-6.21, 106.84]	batavia	beatavia	batavine	nova batavia	catavia	battavia	jacatra	batavra	bataria
Oosterwijk	Europa	België	2789773	[51.12, 4.86]	oosterwyk	costerwyk	oosterwjk	oosterwik
Kassel	Europa	Frankrijk	3028440	[50.80, 2.48]	cassel	kassel
Dendermonde	Europa	België	2799645	[51.02, 4.10]	dendermonde	gendermonde
Nantes	Europa	Frankrijk	2990969	[47.21, -1.55]	nantes	mantes
Philippine	Zeeland	Nederland	2748625	[51.28, 3.75]	philippine	philippines	philippyne	philippinen	philippynen	philipine	phillippine	phillipine
Arkhangel’sk	Europa	Rusland	581049	[64.54, 40.55]	archangel	argangel
Waalwijk	Noord-Brabant	Nederland	2745123	[51.68, 5.07]	waalwyk
Mannheim	Europa	Duitsland	2873891	[49.48, 8.46]	manheym	manheim
Aardenburg	Zeeland	Nederland	2760096	[51.27, 3.44]	aardenburg	waardenburg	aardenb	aardenberch	ardenborch	aardenburch	aardenborch	ardenburch
Coevorden	Drenthe	Nederland	2757937	[52.66, 6.74]	coeverden	coevorden	coevoorden	coverden	coevoerden
Gotenburg	Europa	Zweden	2711537	[57.70, 11.96]	gottenburg	gottenburch	gothenburg	gothemburg	dottenburg	gothem
Amerika			10861432	[26.01, -104.41]	america	ameriea
Overijssel	Overijssel	Nederland	2748838	[52.41, 6.5]	overyssel	overysel	overissel	overjssel	gueryssel	over-yssel	overssel	overgssel	oneryssel	ouvryssel	overiyssel	ovenyssel
Schiedam	Zuid-Holland	Nederland	2747596	[51.91, 4.38]	schiedam	schiedan
Hasselt	Overijssel	Nederland	2754779	[52.59, 6.09]	hasselt	hasseln	hassel	basselt	hassiht
Orsoy	Europa	Duitsland	2857036	[51.52, 6.68]	orsoy	ersoy	orson
Leuven	Europa	België	2792482	[50.87, 4.70]	leuven	lenven	loven	leuwen	loenen	loeven
Lübeck	Europa	Duitsland	2875601	[53.86, 10.68]	lubek	lubbec	lubbeek	lubeecq	lubbek	lubeek	lubbecq	lubeke	lubecq
Glückstadt	Europa	Duitsland	2919763	[53.78, 9.42]	glukstad	slukstad	gluk	gelukstad
Messina	Europa	Italië	2524170	[38.19, 15.55]	messina	messiva
Alterding	Europa	Oostenrijk	11610170	[48.05, 13.08]	alerdink
Alicante	Europa	Spanje	2521978	[38.34, -0.48]	alicanten	allicanten	alicante
Boxtel	Noord-Brabant	Nederland	2758460	[51.59, 5.32]	boxtel	boxel	boncxtel	bochtel	bostel	bocxtel	bortel
Brest	Europa	Frankrijk	3030300	[48.39, -4.48]	brest
Borgbeuningen	Overijssel	Nederland	0	[52.36, 6.99]	borgbeuningen	borchbeuningen	borchteuningen	borgeuningen
Rees	Europa	Duitsland	2849548	[51.76, 6.39]	rhees	zhees	rees	zees	rlees	thees	vhees
Aranjuez	Europa	Spanje	3129857	[40.03, -3.60]	aranjuez	aranjuen	aranjues	aranjeuz
Koningsbergen / Kaliningrad	Europa	Rusland	554234	[54.70, 20.51]	koningsbergen	conincxbergen	conincx bergen	conincxberch	koningsberen	koningsberg	conincxberge	conincxberg	coningsbergen
Mogador / Essaouira	Afrika	Marokko	2549263	[31.51, -9.77]	mogador	magador
Tiel	Gelderland	Nederland	2746331	[51.88, 5.42]	thiel	rhiel	tiel	thiell
Genève	Europa	Zwitserland	2660646	[46.20, 6.14]	geneve	genever	genene	genere	geneven
Oostburg	Zeeland	Nederland	2749541	[51.32, 3.48]	oostburch	oostburg
Staden	Europa	België	2829901	[53.59, 9.47]	staden	stade
Bazel	Europa	Zwitserland	2661604	[47.55, 7.57]	basel	bazel	barel
Sevilla	Europa	Spanje	2510911	[37.38, -5.97]	seville	sivilla	siville	sevillien	sevilia	sevilie	sevilla	sevilien
Demerary	Zuid-Amerika	Nederlands-Guiana	0	[6.81, -58.17]	demerary
München	Europa	Duitsland	2867714	[48.13, 11.57]	munchen
Catalonië	Europa	Spanje	3336901	[41.82, 1.86]	catalonien	catalomen	catalogne	cataloigne	catalonia	catalomien
Guinea	Afrika		0		guynea	deunea	gunea	guynda	gumea	guyné	guyner	guynen	guyneoe	guymea	guynée
Compiègne	Europa	Frankrijk	3024066	[49.41, 2.82]	compiegne	compigne
Douai ~ Dowaai	Europa	Frankrijk	3021000	[50.37, 3.07]	dovay	donay	douay	doway
IJzendijke	Zeeland	Nederland	2753348	[51.32, 3.61]	ysendyke	ysendyk	isendyke	tsendyke	yzendyke	isendyk	yssendyke
Heidelberg	Europa	Duitsland	2907911	[49.40, 8.69]	heydelberch	heydelberg	heydelb	hen delberch	heidelberg
Eindhoven	Noord-Brabant	Nederland	2756253	[51.44, 5.47]	eyndhoven	eindthoven	eyndthoven	eyndhooven	eynthoven	eindhoven	einthoven
Huy / Hoei	Europa	België	2795113	[50.51, 5.23]	huy
Toulon	Europa	Frankrijk	2972328	[43.12, 5.92]	toulon	tholon	joulon	poulon	coulon	thoulon
Bilbao	Europa	Spanje	3128026	[43.26, -2.92]	bilbao	bilboa
Essequebo ~ Nova Zelandia	Zuid-Amerika	Nederlands-Guiana	0	[7.03, -58.45]	essequebo	issebeke	nova zelandia	issequebo	isequebo	nova zeelandia	isekebe
Meurs / Moers	Europa	Duitsland	2870221	[51.45, 6.63]	moeurs	meurs	moers	noeurs
Gouda	Zuid-Holland	Nederland	2755420	[52.01, 4.70]	gouda	stede van der goude	goude	coude	stad van der goude	stad van ter goude
Kortrijk	Europa	België	2794055	[50.82, 3.26]	cortryk	courtray	cortryke	kortryk
Maaseik	Europa	België	2791964	[51.09, 5.78]	maseyk	mazeyk	maaeyk	maseik	mazyk	maaseyk
